Job,Area Name,Employment(1),Employment percent relative standard error(3),Hourly mean wage,Annual mean wage(2),Wage percent relative standard error(3),Hourly 10th percentile wage,Hourly 25th percentile wage,Hourly median wage,Hourly 75th percentile wage,Hourly 90th percentile wage,Annual 10th percentile wage(2),Annual 25th percentile wage(2),Annual median wage(2),Annual 75th percentile wage(2),Annual 90th percentile wage(2),"Employment per 1,000 jobs"
Management Analyst,Iowa(1900000),        5070,         5.3,       44.06,       91630,         2.0,       25.60,       30.49,       40.14,       51.93,       64.80,       53250,       63410,       83490,      108020,      134790,       3.279
Management Analyst,Kansas(2000000),        5300,         6.2,       42.20,       87770,         3.9,       21.91,       28.37,       38.33,       49.73,       63.67,       45580,       59010,       79720,      103440,      132430,       3.756
Management Analyst,Kentucky(2100000),        4230,         6.4,       43.39,       90240,         2.3,       27.46,       30.14,       39.49,       50.24,       62.90,       57120,       62700,       82130,      104500,      130830,       2.157
Management Analyst,Louisiana(2200000),        3540,         5.5,       50.45,      104940,         3.7,       28.67,       33.22,       45.13,       55.49,       83.71,       59640,       69100,       93870,      115430,      174110,       1.911
Management Analyst,Maine(2300000),        1960,        10.8,       43.26,       89970,         9.4,       26.10,       31.14,       37.37,       50.39,       64.14,       54290,       64770,       77730,      104810,      133400,       3.150
Management Analyst,Maryland(2400000),       21070,         5.5,       56.42,      117360,         1.7,       36.15,       45.28,       55.78,       64.62,       78.59,       75190,       94180,      116020,      134410,      163480,       7.870
Management Analyst,Massachusetts(2500000),       30900,         5.1,       64.59,      134350,         2.5,       36.56,       41.92,       53.63,       76.27,      101.97,       76040,       87180,      111550,      158640,      212090,       8.481
Management Analyst,Michigan(2600000),       15390,         3.0,       47.37,       98520,         2.7,       24.85,       31.88,       40.79,       52.65,       73.53,       51690,       66300,       84840,      109510,      152950,       3.540
Management Analyst,Minnesota(2700000),       20780,         2.8,       49.22,      102380,         3.8,       29.38,       34.52,       44.38,       60.69,       78.34,       61110,       71790,       92310,      126240,      162940,       7.212
Management Analyst,Mississippi(2800000),        3350,         8.7,       40.25,       83720,         4.5,       20.43,       25.16,       31.99,       49.11,       72.74,       42490,       52330,       66540,      102150,      151300,       2.912
Management Analyst,Missouri(2900000),       10370,         7.0,       49.71,      103400,         5.8,       26.10,       30.39,       40.33,       52.67,       68.45,       54280,       63220,       83890,      109550,      142380,       3.606
Management Analyst,Montana(3000000),        1130,        16.4,       42.12,       87610,         4.0,       26.14,       29.56,       37.82,       47.92,       61.97,       54360,       61480,       78660,       99660,      128890,       2.249
Management Analyst,Nebraska(3100000),        2800,         5.8,       43.10,       89650,         5.1,       25.42,       29.94,       38.46,       51.16,       60.50,       52870,       62280,       79990,      106400,      125840,       2.796
Management Analyst,Nevada(3200000),        3770,         8.7,       45.16,       93930,         4.2,       24.97,       30.79,       39.60,       50.54,       67.48,       51950,       64040,       82360,      105120,      140360,       2.544
Management Analyst,New Hampshire(3300000),        2630,         5.5,       57.45,      119500,         6.2,       31.74,       39.25,       49.44,       61.72,       80.73,       66020,       81640,      102840,      128380,      167910,       3.892
Management Analyst,New Jersey(3400000),       19300,         4.1,       59.06,      122840,         2.6,       31.76,       39.75,       49.89,       66.51,       87.65,       66060,       82680,      103770,      138340,      182310,       4.594
Management Analyst,New Mexico(3500000),        3090,         3.2,       40.90,       85070,         1.5,       25.52,       29.21,       39.24,       49.68,       59.65,       53080,       60760,       81620,      103330,      124070,       3.659
Management Analyst,New York(3600000),       59640,         3.9,       60.79,      126450,         5.6,       30.99,       39.44,       51.01,       76.09,       99.23,       64460,       82030,      106100,      158260,      206390,       6.350
Management Analyst,North Carolina(3700000),       21490,         3.6,       52.51,      109220,         2.1,       27.88,       35.76,       48.35,       61.80,       82.23,       57990,       74390,      100570,      128550,      171030,       4.482
Management Analyst,North Dakota(3800000),         720,        16.5,       46.73,       97190,        14.9,       23.50,       30.20,       41.14,       50.12,       67.60,       48890,       62820,       85570,      104240,      140600,       1.726
Management Analyst,Ohio(3900000),       26160,         5.7,       46.09,       95860,         1.1,       28.19,       32.38,       40.42,       53.91,       65.30,       58640,       67350,       84080,      112130,      135820,       4.784
Management Analyst,Oklahoma(4000000),        4240,         5.0,       42.00,       87360,         2.4,       20.40,       30.71,       39.82,       50.18,       62.22,       42430,       63870,       82830,      104370,      129420,       2.547
Management Analyst,Oregon(4100000),       10510,         5.4,       47.46,       98710,         1.5,       31.73,       37.91,       46.19,       53.44,       63.47,       66000,       78840,       96080,      111160,      132020,       5.409
Management Analyst,Pennsylvania(4200000),       21410,         3.6,       47.34,       98460,         4.2,       28.37,       32.30,       41.73,       55.07,       67.43,       59010,       67180,       86790,      114550,      140240,       3.599
Management Analyst,Puerto Rico(7200000),        2900,         8.4,       32.31,       67210,         5.2,       15.16,       20.05,       29.32,       38.74,       53.22,       31530,       41700,       60980,       80590,      110700,       3.128
Management Analyst,Rhode Island(4400000),        4050,        15.6,       54.94,      114260,         4.3,       31.40,       38.45,       40.86,       60.21,       83.14,       65310,       79980,       84990,      125230,      172930,       8.294
Management Analyst,South Carolina(4500000),        9070,         4.8,       46.55,       96820,         3.6,       21.61,       31.00,       41.07,       53.66,       74.48,       44950,       64480,       85430,      111610,      154920,       4.082
Management Analyst,South Dakota(4600000),        2870,         7.4,       41.92,       87200,         2.1,       25.12,       29.96,       38.21,       50.26,       66.03,       52240,       62310,       79470,      104540,      137330,       6.457
Management Analyst,Tennessee(4700000),        9580,         3.8,       45.13,       93870,         1.7,       25.94,       31.61,       40.20,       51.88,       65.52,       53960,       65740,       83620,      107920,      136280,       2.977
Management Analyst,Texas(4800000),       50900,         3.8,       51.25,      106600,         2.0,       28.23,       32.75,       46.04,       62.35,       82.39,       58710,       68120,       95760,      129690,      171370,       3.754
Management Analyst,Utah(4900000),        5460,        13.2,       41.72,       86780,         4.2,       22.63,       28.43,       38.57,       49.15,       65.34,       47060,       59130,       80220,      102220,      135900,       3.255
Management Analyst,Vermont(5000000),         960,        13.8,       60.21,      125240,        10.0,       30.63,       37.07,       51.29,       78.00,      110.93,       63710,       77110,      106680,      162230,      230720,       3.189
Management Analyst,Virgin Islands(7800000),          70,        28.0,       38.96,       81050,         6.8,       23.67,       26.13,       35.35,       46.24,       57.61,       49230,       54350,       73530,       96170,      119820,       2.157
Management Analyst,Virginia(5100000),       66840,         3.0,           -,           -,           -,           -,           -,           -,           -,           -,           -,           -,           -,           -,           -,      16.790
Management Analyst,Washington(5300000),       25540,         4.3,       57.40,      119390,         2.1,       32.88,       39.32,       52.26,       67.33,       85.90,       68390,       81780,      108700,      140040,      178680,       7.308
Management Analyst,West Virginia(5400000),        1550,         5.5,       44.72,       93020,         2.8,       23.36,       29.11,       39.82,       52.08,       66.41,       48580,       60560,       82830,      108330,      138130,       2.246
Management Analyst,Wisconsin(5500000),       13160,         3.7,       52.72,      109660,         2.0,       29.54,       36.58,       47.90,       61.08,       83.30,       61440,       76090,       99630,      127050,      173260,       4.561
Management Analyst,Wyoming(5600000),         530,        11.7,       60.98,      126840,         9.9,       24.86,       35.83,       50.51,      100.48,      102.03,       51710,       74520,      105060,      209000,      212210,       1.942
"Compensation, Benefits, and Job Analysis Specialist",Alabama(0100000),         780,         5.9,       34.48,       71710,         2.5,       20.86,       25.50,       31.88,       39.42,       51.25,       43380,       53040,       66310,       82000,      106600,       0.381
"Compensation, Benefits, and Job Analysis Specialist",Alaska(0200000),         180,         8.6,       36.74,       76430,         1.8,       26.61,       29.72,       35.84,       41.08,       48.27,       55340,       61830,       74550,       85450,      100410,       0.571
"Compensation, Benefits, and Job Analysis Specialist",Arizona(0400000),        2220,        12.5,       41.37,       86060,         7.1,       20.01,       26.10,       36.13,       54.93,       65.80,       41620,       54300,       75140,      114250,      136860,       0.708
"Compensation, Benefits, and Job Analysis Specialist",Arkansas(0500000),         540,         7.0,       31.22,       64940,         1.8,       19.45,       22.48,       26.16,       36.68,       49.56,       40460,       46760,       54410,       76300,      103090,       0.425
"Compensation, Benefits, and Job Analysis Specialist",California(0600000),       13970,         3.3,       44.98,       93550,         1.5,       27.29,       31.40,       39.84,       51.95,       68.50,       56750,       65320,       82870,      108060,      142480,       0.778
"Compensation, Benefits, and Job Analysis Specialist",Colorado(0800000),        1680,        16.3,       42.53,       88450,         5.0,       27.40,       31.69,       38.63,       47.94,       63.90,       56990,       65920,       80340,       99720,      132910,       0.594
"Compensation, Benefits, and Job Analysis Specialist",Connecticut(0900000),        1090,        10.7,       39.66,       82500,         2.6,       24.91,       30.93,       36.82,       46.34,       58.92,       51820,       64330,       76580,       96390,      122560,       0.656
"Compensation, Benefits, and Job Analysis Specialist",Delaware(1000000),         320,         6.7,       45.75,       95160,         3.2,       26.96,       31.95,       41.11,       53.36,       70.00,       56080,       66450,       85500,      110990,      145610,       0.683
"Compensation, Benefits, and Job Analysis Specialist",District of Columbia(1100000),         460,         6.3,       46.31,       96330,         2.8,       28.13,       35.93,       42.45,       57.66,       65.52,       58500,       74720,       88300,      119920,      136280,       0.654
"Compensation, Benefits, and Job Analysis Specialist",Florida(1200000),        7070,         6.1,       33.58,       69850,         1.7,       19.13,       23.99,       29.77,       39.46,       51.89,       39790,       49900,       61920,       82080,      107920,       0.739
"Compensation, Benefits, and Job Analysis Specialist",Georgia(1300000),        3110,         4.3,       36.42,       75760,         1.2,       21.33,       26.99,       35.56,       43.73,       53.75,       44360,       56130,       73960,       90950,      111800,       0.653
"Compensation, Benefits, and Job Analysis Specialist",Hawaii(1500000),         400,        15.3,       30.71,       63870,         5.6,       22.59,       23.59,       25.11,       38.88,       50.21,       46990,       49070,       52230,       80870,      104430,       0.648
"Compensation, Benefits, and Job Analysis Specialist",Idaho(1600000),         310,        21.2,       43.15,       89750,        12.6,       25.47,       30.52,       35.88,       41.25,       62.96,       52970,       63490,       74630,       85800,      130960,       0.373
"Compensation, Benefits, and Job Analysis Specialist",Illinois(1700000),        3790,         4.0,       37.09,       77150,         1.3,       19.83,       24.79,       32.81,       44.88,       60.95,       41240,       51560,       68250,       93360,      126770,       0.631
"Compensation, Benefits, and Job Analysis Specialist",Indiana(1800000),        1470,         8.6,       30.78,       64020,         4.9,       18.48,       21.23,       28.20,       37.50,       46.84,       38430,       44170,       58650,       78000,       97420,       0.466
"Compensation, Benefits, and Job Analysis Specialist",Iowa(1900000),         930,         8.5,       32.53,       67670,         1.4,       21.92,       25.10,       29.50,       37.30,       49.80,       45600,       52200,       61360,       77580,      103580,       0.602
"Compensation, Benefits, and Job Analysis Specialist",Kansas(2000000),         630,         7.6,       35.21,       73240,         3.3,       22.03,       25.67,       32.04,       42.02,       51.92,       45820,       53400,       66630,       87400,      107980,       0.449
"Compensation, Benefits, and Job Analysis Specialist",Kentucky(2100000),        1000,        11.7,       28.82,       59940,         3.2,       17.62,       21.41,       25.64,       32.76,       41.26,       36660,       44540,       53330,       68140,       85830,       0.510
"Compensation, Benefits, and Job Analysis Specialist",Louisiana(2200000),         550,        22.1,       31.07,       64620,         4.5,       19.31,       22.53,       28.45,       36.86,       48.65,       40160,       46860,       59180,       76670,      101200,       0.294
"Compensation, Benefits, and Job Analysis Specialist",Maine(2300000),         250,         5.1,       36.21,       75310,         1.2,       24.61,       28.80,       36.01,       42.31,       46.82,       51190,       59910,       74900,       88000,       97380,       0.403
"Compensation, Benefits, and Job Analysis Specialist",Maryland(2400000),        1820,         7.6,       41.06,       85400,         2.4,       25.32,       30.61,       38.55,       47.58,       60.02,       52670,       63670,       80180,       98960,      124850,       0.678
"Compensation, Benefits, and Job Analysis Specialist",Massachusetts(2500000),        2610,         5.2,       42.76,       88930,         1.5,       25.84,       32.04,       39.37,       50.55,       63.42,       53750,       66650,       81890,      105140,      131920,       0.718
"Compensation, Benefits, and Job Analysis Specialist",Michigan(2600000),        2390,         5.9,       36.90,       76740,         1.1,       23.61,       28.28,       34.46,       42.13,       51.78,       49100,       58820,       71690,       87620,      107700,       0.549
"Compensation, Benefits, and Job Analysis Specialist",Minnesota(2700000),        1940,         3.8,       41.58,       86480,         1.4,       26.89,       31.50,       37.93,       48.91,       61.51,       55920,       65520,       78890,      101740,      127940,       0.673
"Compensation, Benefits, and Job Analysis Specialist",Mississippi(2800000),         520,        22.8,       26.66,       55450,         8.1,       16.74,       16.80,       21.96,       33.52,       39.99,       34820,       34940,       45680,       69720,       83180,       0.450
"Compensation, Benefits, and Job Analysis Specialist",Missouri(2900000),        1380,        10.1,       36.38,       75670,         2.4,       22.94,       27.53,       32.61,       41.79,       52.37,       47710,       57260,       67830,       86930,      108930,       0.481
